"User ID","Anonymized User ID","Course Specific Anonymized User ID"
"145","083c4190124a344f2065c62df652f18e","3188063e169f13d20f96c2839d91594b"
"175","fe6ff78cd02c1b6fc1a1710bd31c1396","4d3f895238637fa54e34b1277e094758"
"271","6be2a58596016c323da5db40dbffc35a","059770f2de31c151c5518a9c7d29af28"
"676","409ca146bcf162b8bf2d21310724201e","f5192bca363ce419a4473293ed2abb65"
"790","45e068b60f3770dfbc438522253c3b35","3c3eab15ab6e8fdc47463c719ef8acdf"
"862","a111676b9d21a8b6353c36ed5fce90af","d4a72d4f75542256001a38378a873caf"
"910","5165f3f146ea5526142be4fa42f30e70","933e5ed6fa37433e07288926c35d2d43"
"958","e0e7b360ed069e6006791bc9e04b5509","7df2f8802b92686d7090adf11d260099"
"1147","8adbedb754324a3ae1497490ebee2355","b54eadea0a5ba36c3b4e3e382dff0c09"
"2056","751dc7d6eb54d7d7db4dbe1204bdc00e","83957b43a0d741aac3f5fa7f1b3bc33e"
"2689","3ace19b422ae50bf16d5c1e7700c623a","cfe5b0063988b37cedf0bffe0759f79e"
"2854","7ccef4a73888aef4dfb658776b990c44","c9b2c766992ff7592fc65d32a2ce1d7e"
"2911","c1a471de299d3884966e1ae16c604a08","d697c680c4b1d2432377da26105c85c2"
"3952","92449f93b0f4b98cada1d7f47e1bfcb3","b5befa1f5ead5613b5df65d47e807aeb"
"4705","32a4fd00fd7c9613392d8dfde5863667","32974aa32a1da2c7f2e201d1bd479e06"
"5275","2bbb60b75ff6e5b6736617b7df7377cb","39a56c7651118ec8964ee87ce21ac90c"
"5566","70d6ff2e3b32268d2588703f593dd05d","753710379ace78a95840976b7d4552fb"
"5731","f73c4c97efb3d4c83035fd6d9d780d42","5cf5bfafe15c29beeb683123e11913c7"
"6040","748428413d63b9e5aaab8bbbf25c81d2","3f2830110f7518d98e63beb39ea99f1a"
"6904","4c3877fcc69a4d46b8dfa0c095e46c0f","0c379004b987dcee538b8dd813e11d70"
"7765","a740b9cddb330e5fa107d6997624a51e","50ddf3edf7019b3e89c60919bd0d7f1e"
"8197","05d2326e2fc1c53c6bb211603e854105","f0634485fea7fb244046b6460a02b80c"
"10033","a46a201eb82692ff9f159b0c67547e8d","96a98571265ce2fa10a1e97ab0f43c1f"
"10345","2b29863cf7c2f454af81ce4adc2d5245","2c27e13008cb6556d489e5ad1291bf35"
"10366","c76f93812b23f4b8a8d7e283afd6752e","83638f5b57871037fb4c310c3d5ab549"
"10378","dd0dca116d4bd2f40de59b1032af7fa4","1d7c5532efa8962770f1986cc8b08776"
"10522","62478ff526965535f9afd1a97e4eb1aa","3f4a08379b873a94b6f92ef2fa4865d5"
"10534","fa5b78f7dac2d5dfedf02f4597546600","5e61c6c6439bfd0fabb49eb74e88d224"
"10837","70ce58b158559f63e77441407f50b7b9","92f49ae359519e5b7dc70950e1594c0b"
"11056","125bb505474fae45cd5ef36794cd53f7","8ffa65fa38afe8bec852c251ccaeb7ca"
"11284","58ecd80e806136f0b02349b81540c96a","4c273d7db3e8e90289f9fbb8f38e9464"
"12655","2f7c07cf063ec74dec93a77a14305e57","9d5216a750d44612eeac1037d05b8749"
"12712","1b7936d2025a27f7663eaf4a79a5cae0","84991c79aa6352a653faf73d0e161d59"
"12856","c3bb4f9b84a4ee6597b14a465cdb10f2","38f322359d65e4f76e2e6f1bc7c36dc7"
"12874","e35f95b80c5ffd8c2299d6ffa1406c7d","fe64dcf199cb3ca0d92ea2444a78e4c6"
"14215","14b834dbfc05b5c1f9cf76a7592f1505","df0dcfd6c0048c9bc74777515c804d2e"
"14260","9b8528f5f53a8d69ea21c2a584d488d8","ec5ce0ee47e8a20b51e659441d58dc0f"
"14371","8ae0d18369d3c2ff0d5bb73c7bd201a0","8fa5a2d34ddc3921c6a0ca288c35ed33"
"15637","0808076a00c0aa50b6a16bc07e64f55f","cee1e0749638407ee53104e4558e4569"
"16159","a9b42091b7655e9f9ebdce5109d10af4","8e62d937fd86b4fcaf6d48cbd3673147"
"16369","10ee7dbae6690415256652dff0c8fc6a","877dd3f6311c4d171a167764b304dba5"
"16525","e76ed2cfe621d50c630ea23243ac6c1c","fbe696d51b86517deb39d54a5e3279d4"
"16705","20d37aab9c0178df15633ca3588ef3b0","a5f7dc3df2beb34df05ead22aee562fb"
"16813","c5911b4a7eef988b6b180f21a0374ba6","e9f856b5c92741c19977e76727dae0aa"
"17038","dc74ddf34206710299807e87ae34395d","69fed203b05047fe1e7d7b0b0ec5eb62"
"17755","04bedd8ffffaef6520615d58f45efbb0","16cd97749f436e114d3bf65443e398b9"
"18700","9401181c7d18acca4827855b28487605","2936a79b8ead93b2463cd4597cdf130d"
"18799","fa845816313ff9967246c55b996fa982","57e92ddd8e047446b30777d5b69846d1"
"20206","a41252975fab952312b6d46a7569c862","a3bc003e89e7fb0bb59d655cbb7d287f"
"20320","6457988c3d5b3e91ec6b0f74ad1ecfe0","6981cc2302073037f09f181f9b047c74"
"20467","53daa100059d0de8d8001e95f7c13cdb","bcc76200619b5b49ddc7446cc04d5c22"
"21313","1e4230a96063154ac61b615832a19829","bea3bd165353efc916e51d607530249d"
"21424","c5bfbb3184c991dbb74a9659172f8b66","dfaa4249c3b69eb2f250062a22413e14"
"22609","0920958b504da46208457f0fbfd55424","8850db42d639fb1a9a8ccdbcdb9a1b77"
"22729","c4754fd070a7d9b7dabbc9726f26929a","7ba6594197baa4a596efe2493651bd5f"
"23113","b3f06f1559cc0cdab10a06517196af29","65bca5e4494b5da27cd003c063dfdbb5"
"23455","76aa0baaa72c12fa3fb7939dbc26631a","9acbe64d2d259151157fed65816c9d1e"
"24511","3d12a56e261127e90c477b5bd792613e","cb6a4ba52fe133817032d800e57fe167"
"24619","d92017686bcf51357de1ff902158a511","b3c5b5c53074b7749c5d694fb5db2c5d"
"25672","fdbfa7bf39aa2d37c833ad8ea1897b40","265ef47464e9e2895e35805e6fb51a4e"
"25828","c3ff8c7e2019c8b1a5f5075fe92b3aea","20cbf083e7e4ae640815918c81ba466f"
"25837","1eb6ec723a234a484044b2be60b37d14","1e3fbbe7cc0cce7f400eb4c005f83b01"
"26116","d9f7de68855e7fde2c93bc6b5f72ddc5","e0df8d11207b7762694a02181852dbdd"
"26599","1f9504f2ab6c2f0825a2b63f5e96aebe","e78dfc4561115e51890ec251d28b4b83"
"26692","b9892adb42edb9961ebe82291c3679f2","a7ed1003fe55ed6433277100c7d129a2"
"27574","a16af9a6b43ea055356af943e9521324","534a398e42900950b84cb424864128ce"
"27880","2bfe3d8f5ef097da3fdd439ac785321e","c160bbc0c15bd9925a54902b6e415bd9"
"28012","7c9cf91b2e9aadb1ff316645c28dc779","d848bc7432ced3823ad2e6940760b9ee"
"28132","d66c07f2a4205f96fa6b1dc63ad4ff7a","f18b30797b2ab2bd8fa931eb21382d1e"
"28525","7cf43f7f5c35d33e474979a9ae22fa50","af1bca96d3002a11c78c94e57717155d"
"28585","86b98e4a44e53358bc6d38f98c4e01c5","8b4712594d59de9fd5960c1c70a75a7e"
"29080","de397248f33d136b7b6a3f4a1d04e361","6c507298909a0f5afa8ae97086fd71c2"
"29143","bbaa20b4848cf976ee81bc3d223283d6","c4906b53992b68ce8d680da8b0e4f509"
"29206","bd4f657c1fe8865cbaffe1905f765d09","2270bd5c24ba042a71e2740e5dc223ca"
"29371","18a8d1b82f570aeae53379c5940a6fd7","308794777529571d4a9c319e4ebb1216"
"29644","5ba19e669f1b9e500035214aceea3884","017c079c125c8ffc85fe3f919303c722"
